N_IDE;Elev_pob;Estrato;qvar;All_E;se1;se2;se3;se4;se5;se6;se7;se8;se9;se10;se11;se12;SCALE;SCAWEI;CALWEI;G_WEIG
390.400.100.104;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;253,19;151,32;0,60
390.400.100.106;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;253,19;151,32;0,60
390.400.100.108;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;253,19;435,18;1,72
390.400.100.112;253,190104421;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;218,86;0,86
390.400.100.113;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;253,19;213,55;0,84
390.400.100.118;253,190104421;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;281,64;1,11
390.400.100.123;253,190104421;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;218,86;0,86
390.400.100.124;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;253,19;151,32;0,60
390.400.100.125;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;253,19;367,90;1,45
390.400.100.126;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;408,38;1,61
390.400.100.129;253,190104421;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;281,64;1,11
390.400.100.131;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;253,19;151,32;0,60
390.400.100.132;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;253,19;238,67;0,94
390.400.100.135;253,190104421;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;281,64;1,11
390.400.100.136;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;315,54;1,25
390.400.100.137;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;253,19;435,18;1,72
390.400.100.140;253,190104421;4;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;253,19;136,40;0,54
390.400.100.148;253,190104421;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;253,19;367,90;1,45
390.400.100.203;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;241,49;350,91;1,45
390.400.100.204;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;300,96;1,25
390.400.100.207;241,494681370;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;268,63;1,11
390.400.100.208;241,494681370;4;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;398,06;1,65
390.400.100.211;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,49;203,69;0,84
390.400.100.212;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;241,49;144,33;0,60
390.400.100.216;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;241,49;227,64;0,94
390.400.100.218;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;300,96;1,25
390.400.100.219;241,494681370;4;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;398,06;1,65
390.400.100.221;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;389,52;1,61
390.400.100.225;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;300,96;1,25
390.400.100.229;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;389,52;1,61
390.400.100.230;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;241,49;350,91;1,45
390.400.100.232;241,494681370;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;208,75;0,86
390.400.100.233;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;241,49;415,08;1,72
390.400.100.235;241,494681370;4;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;130,10;0,54
390.400.100.240;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;241,49;350,91;1,45
390.400.100.245;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;241,49;70,08;0,29
390.400.100.249;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,49;203,69;0,84
390.400.100.254;241,494681370;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;241,49;227,64;0,94
390.420.100.103;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,70;174,93;0,60
390.420.100.104;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,70;246,88;0,84
390.420.100.106;292,701668781;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;253,01;0,86
390.420.100.107;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;292,70;275,91;0,94
390.420.100.109;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;84,94;0,29
390.420.100.110;292,701668781;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;253,01;0,86
390.420.100.113;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;472,11;1,61
390.420.100.114;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;292,70;275,91;0,94
390.420.100.115;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,70;246,88;0,84
390.420.100.119;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,70;246,88;0,84
390.420.100.120;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;84,94;0,29
390.420.100.121;292,701668781;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;325,60;1,11
390.420.100.123;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;292,70;275,91;0,94
390.420.100.131;292,701668781;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;253,01;0,86
390.420.100.133;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,70;174,93;0,60
390.420.100.134;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;292,70;174,93;0,60
390.420.100.135;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;472,11;1,61
390.420.100.136;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;292,70;425,31;1,45
390.420.100.139;292,701668781;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;292,70;246,88;0,84
390.420.100.140;292,701668781;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;292,70;253,01;0,86
390.420.100.301;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,70;429,68;1,45
390.420.100.302;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;85,81;0,29
390.420.100.303;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;85,81;0,29
390.420.100.305;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,70;429,68;1,45
390.420.100.306;295,704547672;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;255,61;0,86
390.420.100.308;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,70;429,68;1,45
390.420.100.310;295,704547672;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;255,61;0,86
390.420.100.314;295,704547672;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;328,94;1,11
390.420.100.318;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;85,81;0,29
390.420.100.319;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;295,70;249,41;0,84
390.420.100.322;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;368,52;1,25
390.420.100.323;295,704547672;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;328,94;1,11
390.420.100.324;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;295,70;508,25;1,72
390.420.100.328;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;295,70;176,73;0,60
390.420.100.331;295,704547672;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;255,61;0,86
390.420.100.333;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;295,70;249,41;0,84
390.420.100.335;295,704547672;4;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;159,30;0,54
390.420.100.337;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;295,70;176,73;0,60
390.420.100.338;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;295,70;85,81;0,29
390.420.100.340;295,704547672;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;295,70;429,68;1,45
390.540.100.101;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;357,10;1,25
390.540.100.103;286,537864741;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;247,68;0,86
390.540.100.107;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;286,54;171,25;0,60
390.540.100.109;286,537864741;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;318,74;1,11
390.540.100.111;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;462,17;1,61
390.540.100.118;286,537864741;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;247,68;0,86
390.540.100.119;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;462,17;1,61
390.540.100.122;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;83,15;0,29
390.540.100.123;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;357,10;1,25
390.540.100.127;286,537864741;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;247,68;0,86
390.540.100.128;286,537864741;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;318,74;1,11
390.540.100.130;286,537864741;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;318,74;1,11
390.540.100.132;286,537864741;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;318,74;1,11
390.540.100.133;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;286,54;416,36;1,45
390.540.100.134;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;286,54;416,36;1,45
390.540.100.136;286,537864741;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;247,68;0,86
390.540.100.138;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;286,54;416,36;1,45
390.540.100.140;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;286,54;492,50;1,72
390.540.100.143;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;286,54;241,68;0,84
390.540.100.145;286,537864741;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;286,54;462,17;1,61
390.540.100.202;270,733238997;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;301,16;1,11
390.540.100.204;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;270,73;161,80;0,60
390.540.100.205;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;270,73;228,35;0,84
390.540.100.206;270,733238997;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;234,02;0,86
390.540.100.207;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;270,73;228,35;0,84
390.540.100.208;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;270,73;161,80;0,60
390.540.100.209;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;270,73;255,21;0,94
390.540.100.212;270,733238997;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;234,02;0,86
390.540.100.213;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;270,73;161,80;0,60
390.540.100.214;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;270,73;393,39;1,45
390.540.100.217;270,733238997;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;234,02;0,86
390.540.100.218;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;270,73;161,80;0,60
390.540.100.220;270,733238997;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;234,02;0,86
390.540.100.221;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;270,73;161,80;0,60
390.540.100.222;270,733238997;4;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;446,26;1,65
390.540.100.227;270,733238997;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;301,16;1,11
390.540.100.229;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;270,73;393,39;1,45
390.540.100.230;270,733238997;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;270,73;301,16;1,11
390.540.100.234;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;270,73;228,35;0,84
390.540.100.237;270,733238997;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;270,73;161,80;0,60
390.600.200.101;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;251,45;150,28;0,60
390.600.200.104;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;251,45;365,37;1,45
390.600.200.105;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;72,97;0,29
390.600.200.107;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;251,45;237,03;0,94
390.600.200.110;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;313,37;1,25
390.600.200.111;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;251,45;150,28;0,60
390.600.200.112;251,451595589;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;217,35;0,86
390.600.200.116;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;405,58;1,61
390.600.200.117;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;405,58;1,61
390.600.200.118;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;251,45;237,03;0,94
390.600.200.119;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;251,45;212,09;0,84
390.600.200.120;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;405,58;1,61
390.600.200.123;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;251,45;150,28;0,60
390.600.200.125;251,451595589;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;279,71;1,11
390.600.200.127;251,451595589;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;279,71;1,11
390.600.200.128;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;251,45;150,28;0,60
390.600.200.130;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;72,97;0,29
390.600.200.138;251,451595589;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;72,97;0,29
390.600.200.142;251,451595589;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;217,35;0,86
390.600.200.145;251,451595589;4;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;251,45;135,46;0,54
390.600.200.203;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,81;203,95;0,84
390.600.200.205;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;241,81;415,62;1,72
390.600.200.207;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,81;203,95;0,84
390.600.200.208;241,810773885;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;209,02;0,86
390.600.200.211;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,81;203,95;0,84
390.600.200.212;241,810773885;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;209,02;0,86
390.600.200.214;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;241,81;227,94;0,94
390.600.200.215;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;301,36;1,25
390.600.200.218;241,810773885;4;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;130,27;0,54
390.600.200.219;241,810773885;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;268,99;1,11
390.600.200.222;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;241,81;227,94;0,94
390.600.200.224;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;301,36;1,25
390.600.200.226;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;301,36;1,25
390.600.200.229;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;241,81;144,52;0,60
390.600.200.230;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,81;203,95;0,84
390.600.200.231;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;241,81;203,95;0,84
390.600.200.232;241,810773885;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;209,02;0,86
390.600.200.236;241,810773885;4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;390,03;1,61
390.600.200.237;241,810773885;4;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;130,27;0,54
390.600.200.238;241,810773885;4;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;241,81;268,99;1,11
390.740.100.501;294,124085098;4;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;294,12;248,08;0,84
390.740.100.502;294,124085098;4;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;294,12;484,82;1,65
390.740.100.508;294,124085098;4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;294,12;254,24;0,86
